wordpair_id,In-In,In-Out,Out-In,Out-Out,Acc,ClueFinal,row_id,PatchMethod
cage-glass,0,1,0,1,0,aquarium,1069,NumberOfUniqueClues
candle-wick,2,1,1,0,1,wax,1070,NumberOfUniqueClues
cave-knight,2,0,0,0,0,dragon,1071,NumberOfUniqueClues
chair-table,2,1,0,0,1,dine,1072,NumberOfUniqueClues
chapel-feet,0,2,1,1,0,worship,1073,NumberOfUniqueClues
east-short,1,1,0,0,0,length,1074,NumberOfUniqueClues
elm-rock,0,2,1,0,0,nature,1075,NumberOfUniqueClues
giant-subtle,0,1,0,1,0,gentle,1076,NumberOfUniqueClues
glow-quick,1,1,1,0,0,glowbug,1077,NumberOfUniqueClues
gold-silver,4,0,0,0,1,metals,1078,NumberOfUniqueClues
gums-teeth,3,1,0,0,1,mouth,1079,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1080,NumberOfUniqueClues
holy-kind,0,1,0,1,1,Jesus,1081,NumberOfUniqueClues
jump-leap,2,0,0,0,1,hop,1082,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,1083,NumberOfUniqueClues
new-old,2,0,0,0,1,time,1084,NumberOfUniqueClues
oak-tree,0,1,1,0,1,wood,1085,NumberOfUniqueClues
olive-real,1,1,0,1,0,oil,1086,NumberOfUniqueClues
regret-rude,1,1,0,0,1,mean,1087,NumberOfUniqueClues
sit-stand,1,1,0,1,1,position,1088,NumberOfUniqueClues
stern-wind,1,1,0,0,0,tornado,1089,NumberOfUniqueClues
trauma-weird,2,1,0,1,0,therapy,1090,NumberOfUniqueClues
ankle-travel,0,1,1,0,0,hike,1091,NumberOfUniqueClues
army-drum,2,0,0,0,1,marching,1092,NumberOfUniqueClues
ash-snake,2,0,0,0,1,desert,1093,NumberOfUniqueClues
bet-dream,2,0,0,0,0,challenge,1094,NumberOfUniqueClues
birth-hand,1,1,0,0,0,Atwood,1095,NumberOfUniqueClues
bone-garage,2,0,0,0,0,skeleton,1096,NumberOfUniqueClues
boot-crust,1,1,0,0,0,Italy,1097,NumberOfUniqueClues
bowl-sun,0,1,0,1,1,round,1098,NumberOfUniqueClues
cage-glass,0,1,0,1,1,container,1099,NumberOfUniqueClues
candle-wick,0,1,1,0,1,wax,1100,NumberOfUniqueClues
cave-knight,0,1,1,0,0,dark,1101,NumberOfUniqueClues
chair-table,2,0,0,0,1,furniture,1102,NumberOfUniqueClues
chapel-feet,0,1,0,1,0,worship,1103,NumberOfUniqueClues
east-short,0,1,0,1,0,coast,1104,NumberOfUniqueClues
elm-rock,2,0,0,0,0,forest,1105,NumberOfUniqueClues
giant-subtle,2,0,0,0,0,gentle,1106,NumberOfUniqueClues
glow-quick,0,1,0,1,0,spark,1107,NumberOfUniqueClues
gold-silver,0,1,0,2,1,metal,1108,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1109,NumberOfUniqueClues
happy-sad,0,1,1,0,1,moods,1110,NumberOfUniqueClues
holy-kind,1,1,0,0,0,religious,1111,NumberOfUniqueClues
jump-leap,2,0,0,0,1,hop,1112,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,1113,NumberOfUniqueClues
new-old,2,0,0,0,0,age,1114,NumberOfUniqueClues
oak-tree,2,0,0,0,1,wood,1115,NumberOfUniqueClues
olive-real,2,0,0,0,0,oil,1116,NumberOfUniqueClues
regret-rude,0,1,0,1,1,behavior,1117,NumberOfUniqueClues
sit-stand,0,1,0,1,0,legs,1118,NumberOfUniqueClues
stern-wind,2,0,0,0,0,sail,1119,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,uncomfortable,1120,NumberOfUniqueClues
ankle-travel,0,1,0,1,0,movement,1121,NumberOfUniqueClues
army-drum,0,1,0,1,0,formation,1122,NumberOfUniqueClues
ash-snake,2,0,0,0,0,slither,1123,NumberOfUniqueClues
bet-dream,1,1,0,0,0,gamble,1124,NumberOfUniqueClues
birth-hand,1,1,0,0,0,baby,1125,NumberOfUniqueClues
bone-garage,0,1,0,1,0,broken,1126,NumberOfUniqueClues
boot-crust,0,1,1,0,0,dirt,1127,NumberOfUniqueClues
bowl-sun,1,1,0,0,0,round,1128,NumberOfUniqueClues
cage-glass,0,1,0,1,0,mime,1129,NumberOfUniqueClues
candle-wick,1,1,0,0,1,flame,1130,NumberOfUniqueClues
cave-knight,0,1,0,1,0,medieval,1131,NumberOfUniqueClues
chair-table,2,0,0,0,1,furniture,1132,NumberOfUniqueClues
chapel-feet,0,1,1,0,0,arch,1133,NumberOfUniqueClues
east-short,1,1,0,0,1,distance,1134,NumberOfUniqueClues
elm-rock,1,1,0,0,0,nature,1135,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,huge,1136,NumberOfUniqueClues
glow-quick,1,1,0,0,0,bright,1137,NumberOfUniqueClues
gold-silver,0,1,0,1,0,shine,1138,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1139,NumberOfUniqueClues
happy-sad,0,1,1,0,1,emotion,1140,NumberOfUniqueClues
holy-kind,2,0,0,0,1,saint,1141,NumberOfUniqueClues
jump-leap,1,1,0,0,1,up,1142,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cat,1143,NumberOfUniqueClues
new-old,1,1,0,0,0,age,1144,NumberOfUniqueClues
oak-tree,1,1,0,0,1,green,1145,NumberOfUniqueClues
olive-real,2,0,0,0,0,green,1146,NumberOfUniqueClues
regret-rude,1,1,0,0,1,bad,1147,NumberOfUniqueClues
sit-stand,0,1,0,1,1,still,1148,NumberOfUniqueClues
stern-wind,0,1,0,1,1,blow,1149,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,atypical,1150,NumberOfUniqueClues
ankle-travel,1,1,0,0,0,bottom-leg,1151,NumberOfUniqueClues
army-drum,1,1,0,0,1,snare,1152,NumberOfUniqueClues
ash-snake,1,1,0,0,0,gray,1153,NumberOfUniqueClues
bet-dream,2,0,0,0,0,money,1154,NumberOfUniqueClues
birth-hand,1,1,0,0,0,baby,1155,NumberOfUniqueClues
bone-garage,0,1,0,1,0,broken,1156,NumberOfUniqueClues
boot-crust,0,1,1,0,0,shoe,1157,NumberOfUniqueClues
bowl-sun,0,1,1,0,0,soup,1158,NumberOfUniqueClues
cage-glass,0,1,0,1,0,jail,1159,NumberOfUniqueClues
candle-wick,0,1,1,0,0,lantern,1160,NumberOfUniqueClues
cave-knight,3,0,0,0,0,underground,1161,NumberOfUniqueClues
chair-table,0,1,0,1,1,furniture-like,1162,NumberOfUniqueClues
chapel-feet,1,1,0,0,0,not-hands,1163,NumberOfUniqueClues
east-short,0,1,1,0,0,direction,1164,NumberOfUniqueClues
elm-rock,0,1,0,1,0,pebble,1165,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,massive,1166,NumberOfUniqueClues
glow-quick,1,1,1,0,0,lit,1167,NumberOfUniqueClues
gold-silver,1,1,0,0,1,metal,1168,NumberOfUniqueClues
gums-teeth,1,1,0,0,0,chew,1169,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1170,NumberOfUniqueClues
holy-kind,1,1,0,0,1,nice,1171,NumberOfUniqueClues
jump-leap,0,1,1,0,0,bound,1172,NumberOfUniqueClues
lion-tiger,0,1,0,1,0,animals,1173,NumberOfUniqueClues
new-old,1,1,0,0,0,age,1174,NumberOfUniqueClues
oak-tree,1,1,0,0,0,grove,1175,NumberOfUniqueClues
olive-real,0,1,1,0,0,existent,1176,NumberOfUniqueClues
regret-rude,0,1,0,1,0,remember,1177,NumberOfUniqueClues
sit-stand,1,1,0,0,0,not-similar,1178,NumberOfUniqueClues
stern-wind,1,1,0,0,0,sailing,1179,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,stress,1180,NumberOfUniqueClues
ankle-travel,0,1,0,1,1,foot,1181,NumberOfUniqueClues
army-drum,0,1,0,2,1,suspense,1182,NumberOfUniqueClues
ash-snake,1,2,1,0,0,skin,1183,NumberOfUniqueClues
bet-dream,2,0,0,0,0,gamble,1184,NumberOfUniqueClues
birth-hand,2,0,0,0,0,deliver,1185,NumberOfUniqueClues
bone-garage,1,1,1,0,0,graveyard,1186,NumberOfUniqueClues
boot-crust,0,2,1,0,0,footprint,1187,NumberOfUniqueClues
bowl-sun,3,1,0,1,0,microwave,1188,NumberOfUniqueClues
cage-glass,1,1,0,0,1,fish tank,1189,NumberOfUniqueClues
candle-wick,2,1,0,0,0,melt,1190,NumberOfUniqueClues
cave-knight,2,0,0,0,0,man,1191,NumberOfUniqueClues
chair-table,0,1,1,0,1,desk,1192,NumberOfUniqueClues
chapel-feet,2,2,1,2,0,holy,1193,NumberOfUniqueClues
east-short,0,1,0,1,0,sunrise,1194,NumberOfUniqueClues
elm-rock,2,0,0,0,0,forest,1195,NumberOfUniqueClues
giant-subtle,0,1,1,0,0,obvious,1196,NumberOfUniqueClues
glow-quick,0,1,1,0,0,lightning,1197,NumberOfUniqueClues
gold-silver,1,1,0,0,1,rich,1198,NumberOfUniqueClues
gums-teeth,1,1,0,0,0,dentures,1199,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotion,1200,NumberOfUniqueClues
holy-kind,2,0,0,0,0,Jesus,1201,NumberOfUniqueClues
jump-leap,2,0,0,0,1,hop,1202,NumberOfUniqueClues
lion-tiger,1,1,0,1,1,roar,1203,NumberOfUniqueClues
new-old,1,1,0,0,0,age,1204,NumberOfUniqueClues
oak-tree,1,1,0,0,1,wood,1205,NumberOfUniqueClues
olive-real,1,1,0,0,0,oil,1206,NumberOfUniqueClues
regret-rude,2,0,0,0,1,disrespect,1207,NumberOfUniqueClues
sit-stand,0,1,0,1,1,stool,1208,NumberOfUniqueClues
stern-wind,0,1,0,1,0,gust,1209,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,hallucination,1210,NumberOfUniqueClues
ankle-travel,0,1,1,0,0,basketball,1211,NumberOfUniqueClues
ash-snake,0,1,0,1,0,nasty,1212,NumberOfUniqueClues
bet-dream,2,0,0,0,0,possibilities,1213,NumberOfUniqueClues
birth-hand,1,1,0,0,0,newborn,1214,NumberOfUniqueClues
bowl-sun,0,1,1,0,0,spherical,1215,NumberOfUniqueClues
cave-knight,0,1,1,0,1,dungeon,1216,NumberOfUniqueClues
glow-quick,0,1,0,1,0,lightbulb,1217,NumberOfUniqueClues
gold-silver,1,1,0,0,0,ores,1218,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1219,NumberOfUniqueClues
holy-kind,0,2,1,0,1,pastor,1220,NumberOfUniqueClues
jump-leap,0,1,1,0,1,pounce,1221,NumberOfUniqueClues
lion-tiger,0,1,0,1,1,cats,1222,NumberOfUniqueClues
oak-tree,0,1,1,0,1,wood,1223,NumberOfUniqueClues
regret-rude,0,1,0,2,1,hatred,1224,NumberOfUniqueClues
sit-stand,1,1,0,0,0,anthem,1225,NumberOfUniqueClues
stern-wind,1,1,0,0,1,sailboat,1226,NumberOfUniqueClues
ankle-travel,1,1,0,0,0,basketball,1227,NumberOfUniqueClues
army-drum,0,1,1,0,0,instrument,1228,NumberOfUniqueClues
ash-snake,2,0,0,0,0,embers,1229,NumberOfUniqueClues
bet-dream,1,1,0,0,0,gamble,1230,NumberOfUniqueClues
birth-hand,0,1,1,0,0,newborn,1231,NumberOfUniqueClues
bone-garage,0,1,1,0,0,skeleton,1232,NumberOfUniqueClues
boot-crust,1,1,0,0,0,pie,1233,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,soup,1234,NumberOfUniqueClues
cage-glass,0,1,0,1,0,window,1235,NumberOfUniqueClues
candle-wick,2,0,0,0,0,cake,1236,NumberOfUniqueClues
cave-knight,1,1,0,0,1,medieval,1237,NumberOfUniqueClues
chair-table,2,0,0,0,1,dining,1238,NumberOfUniqueClues
chapel-feet,2,0,0,0,0,church,1239,NumberOfUniqueClues
east-short,1,1,0,0,0,direction,1240,NumberOfUniqueClues
elm-rock,2,0,0,0,0,tree,1241,NumberOfUniqueClues
giant-subtle,1,1,0,0,0,lowkey,1242,NumberOfUniqueClues
glow-quick,1,1,0,0,0,fast,1243,NumberOfUniqueClues
gold-silver,0,1,0,1,1,medal,1244,NumberOfUniqueClues
gums-teeth,0,1,1,0,1,mouth,1245,NumberOfUniqueClues
happy-sad,0,1,0,1,1,feelings,1246,NumberOfUniqueClues
holy-kind,2,0,0,0,0,saint,1247,NumberOfUniqueClues
jump-leap,0,1,1,0,1,airtime,1248,NumberOfUniqueClues
lion-tiger,1,1,0,0,1,cats,1249,NumberOfUniqueClues
new-old,1,1,0,0,1,time,1250,NumberOfUniqueClues
oak-tree,1,1,0,0,1,leaves,1251,NumberOfUniqueClues
olive-real,1,1,0,0,0,legit,1252,NumberOfUniqueClues
regret-rude,0,1,0,1,1,negative,1253,NumberOfUniqueClues
sit-stand,0,1,0,1,0,chair,1254,NumberOfUniqueClues
stern-wind,2,0,0,0,1,sailboat,1255,NumberOfUniqueClues
trauma-weird,2,0,0,0,1,strange,1256,NumberOfUniqueClues
ankle-travel,0,1,1,0,0,basketball,1257,NumberOfUniqueClues
army-drum,0,1,0,1,1,soldierboy,1258,NumberOfUniqueClues
ash-snake,0,1,1,0,0,Slytherin,1259,NumberOfUniqueClues
bet-dream,0,1,0,1,0,intuition,1260,NumberOfUniqueClues
birth-hand,2,0,0,0,0,pregnancy,1261,NumberOfUniqueClues
boot-crust,2,0,0,0,1,dirty,1262,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,cereal,1263,NumberOfUniqueClues
cage-glass,0,1,0,1,0,jail,1264,NumberOfUniqueClues
candle-wick,0,1,0,1,1,wax,1265,NumberOfUniqueClues
cave-knight,0,1,1,0,1,dungeon,1266,NumberOfUniqueClues
chair-table,1,1,0,0,1,furniture,1267,NumberOfUniqueClues
chapel-feet,0,1,0,1,0,baptize,1268,NumberOfUniqueClues
east-short,0,1,0,1,0,longitude,1269,NumberOfUniqueClues
elm-rock,0,1,1,0,1,emerald,1270,NumberOfUniqueClues
giant-subtle,1,1,0,0,1,oxymoron,1271,NumberOfUniqueClues
glow-quick,0,1,0,1,0,rave,1272,NumberOfUniqueClues
gold-silver,1,1,0,0,1,jewelry,1273,NumberOfUniqueClues
gums-teeth,2,0,0,0,1,dentist,1274,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1275,NumberOfUniqueClues
holy-kind,2,0,0,0,1,Jesus,1276,NumberOfUniqueClues
jump-leap,0,1,0,1,1,jump rope,1277,NumberOfUniqueClues
lion-tiger,0,1,1,0,0,Lion King,1278,NumberOfUniqueClues
new-old,0,1,0,1,1,opposites,1279,NumberOfUniqueClues
oak-tree,2,0,0,0,1,leaves,1280,NumberOfUniqueClues
olive-real,1,1,0,0,0,alcohol,1281,NumberOfUniqueClues
regret-rude,0,1,1,0,0,bully,1282,NumberOfUniqueClues
sit-stand,1,1,0,0,0,chair,1283,NumberOfUniqueClues
stern-wind,0,1,0,1,0,shelter,1284,NumberOfUniqueClues
trauma-weird,1,1,0,0,1,PTSD,1285,NumberOfUniqueClues
ankle-travel,1,1,0,0,1,foot,1286,NumberOfUniqueClues
army-drum,1,1,0,0,1,marching,1287,NumberOfUniqueClues
ash-snake,0,1,0,1,0,campfire,1288,NumberOfUniqueClues
bet-dream,1,1,0,0,0,goal,1289,NumberOfUniqueClues
birth-hand,0,1,0,1,0,baby,1290,NumberOfUniqueClues
bone-garage,0,1,0,1,0,parked,1291,NumberOfUniqueClues
boot-crust,2,0,0,0,0,shoe,1292,NumberOfUniqueClues
bowl-sun,1,1,0,0,0,circular,1293,NumberOfUniqueClues
cage-glass,0,1,0,1,1,zoo,1294,NumberOfUniqueClues
candle-wick,0,1,1,0,1,wax,1295,NumberOfUniqueClues
cave-knight,2,0,0,0,0,dark,1296,NumberOfUniqueClues
chair-table,1,1,0,0,1,furniture,1297,NumberOfUniqueClues
chapel-feet,0,1,0,1,0,pray,1298,NumberOfUniqueClues
east-short,0,1,0,1,0,direction,1299,NumberOfUniqueClues
elm-rock,1,1,1,0,0,hard,1300,NumberOfUniqueClues
giant-subtle,0,1,0,1,0,huge,1301,NumberOfUniqueClues
glow-quick,3,0,0,0,0,speed,1302,NumberOfUniqueClues
gold-silver,2,0,0,0,1,elements,1303,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1304,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1305,NumberOfUniqueClues
holy-kind,1,1,0,0,0,religious,1306,NumberOfUniqueClues
jump-leap,0,1,1,0,0,air,1307,NumberOfUniqueClues
lion-tiger,2,0,0,0,1,cat,1308,NumberOfUniqueClues
new-old,2,0,0,0,0,conditions,1309,NumberOfUniqueClues
oak-tree,1,1,0,0,1,plant,1310,NumberOfUniqueClues
olive-real,1,1,0,0,0,food,1311,NumberOfUniqueClues
regret-rude,1,1,1,0,1,upset,1312,NumberOfUniqueClues
sit-stand,1,1,0,0,1,positions,1313,NumberOfUniqueClues
stern-wind,1,1,0,0,1,strong,1314,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,sad,1315,NumberOfUniqueClues
ankle-travel,0,2,1,0,1,boots,1316,NumberOfUniqueClues
army-drum,1,1,1,1,1,marching,1317,NumberOfUniqueClues
ash-snake,0,1,0,3,0,lava,1318,NumberOfUniqueClues
bet-dream,0,2,1,1,1,uncertain,1319,NumberOfUniqueClues
birth-hand,1,1,0,1,0,baby,1320,NumberOfUniqueClues
boot-crust,0,1,0,1,0,container,1321,NumberOfUniqueClues
bowl-sun,0,1,1,0,0,round,1322,NumberOfUniqueClues
cage-glass,1,1,0,0,0,aquarium,1323,NumberOfUniqueClues
candle-wick,1,1,1,0,0,flame,1324,NumberOfUniqueClues
cave-knight,2,1,0,0,0,iron,1325,NumberOfUniqueClues
east-short,0,1,0,2,0,direction,1326,NumberOfUniqueClues
elm-rock,1,2,1,1,0,hike,1327,NumberOfUniqueClues
giant-subtle,1,1,1,1,0,opposite,1328,NumberOfUniqueClues
glow-quick,2,0,0,0,1,spark,1329,NumberOfUniqueClues
gold-silver,0,1,1,1,1,jewelry,1330,NumberOfUniqueClues
gums-teeth,1,2,1,0,1,mouth,1331,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1332,NumberOfUniqueClues
holy-kind,3,2,1,0,1,priest,1333,NumberOfUniqueClues
jump-leap,0,1,0,2,1,ballet,1334,NumberOfUniqueClues
lion-tiger,0,1,1,1,1,cats,1335,NumberOfUniqueClues
new-old,0,1,1,0,0,time,1336,NumberOfUniqueClues
oak-tree,3,0,0,0,0,forest,1337,NumberOfUniqueClues
olive-real,2,0,0,0,0,organic,1338,NumberOfUniqueClues
regret-rude,2,1,1,0,1,bad,1339,NumberOfUniqueClues
sit-stand,1,1,0,1,1,posture,1340,NumberOfUniqueClues
stern-wind,1,1,0,1,1,sail,1341,NumberOfUniqueClues
trauma-weird,1,1,0,0,0,twisted,1342,NumberOfUniqueClues
ankle-travel,0,2,1,0,0,walk,1343,NumberOfUniqueClues
army-drum,1,1,1,0,0,anthem,1344,NumberOfUniqueClues
ash-snake,0,1,0,1,0,desert,1345,NumberOfUniqueClues
bet-dream,1,1,0,0,0,unrealizable,1346,NumberOfUniqueClues
birth-hand,0,1,0,1,0,baby,1347,NumberOfUniqueClues
bone-garage,0,1,0,2,0,tools,1348,NumberOfUniqueClues
boot-crust,0,1,0,1,0,leather,1349,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,round,1350,NumberOfUniqueClues
cage-glass,1,1,0,0,0,menagerie,1351,NumberOfUniqueClues
candle-wick,2,0,0,0,0,cake,1352,NumberOfUniqueClues
cave-knight,1,1,1,0,1,dark,1353,NumberOfUniqueClues
chair-table,1,1,0,0,1,furniture,1354,NumberOfUniqueClues
chapel-feet,1,1,0,0,0,pray,1355,NumberOfUniqueClues
east-short,2,0,0,0,0,arrow,1356,NumberOfUniqueClues
elm-rock,1,1,0,0,0,mountain,1357,NumberOfUniqueClues
giant-subtle,0,1,1,0,0,size,1358,NumberOfUniqueClues
glow-quick,1,1,0,0,0,meteor,1359,NumberOfUniqueClues
gold-silver,1,1,0,1,1,jewelry,1360,NumberOfUniqueClues
gums-teeth,1,1,1,0,1,chew,1361,NumberOfUniqueClues
happy-sad,0,1,1,0,1,emotion,1362,NumberOfUniqueClues
holy-kind,2,2,1,0,1,saint,1363,NumberOfUniqueClues
jump-leap,1,1,1,0,1,hop,1364,NumberOfUniqueClues
lion-tiger,1,1,1,0,1,cat,1365,NumberOfUniqueClues
new-old,2,0,0,0,1,age,1366,NumberOfUniqueClues
oak-tree,1,1,0,0,0,wood,1367,NumberOfUniqueClues
olive-real,0,1,0,2,0,seed,1368,NumberOfUniqueClues
regret-rude,0,1,0,1,0,apology,1369,NumberOfUniqueClues
sit-stand,1,1,0,0,1,chair,1370,NumberOfUniqueClues
stern-wind,0,1,0,1,0,intolerable,1371,NumberOfUniqueClues
trauma-weird,0,1,0,2,0,haunting,1372,NumberOfUniqueClues
ankle-travel,2,0,0,0,0,walking,1373,NumberOfUniqueClues
army-drum,1,1,0,0,0,military,1374,NumberOfUniqueClues
ash-snake,2,0,0,0,0,burn,1375,NumberOfUniqueClues
bet-dream,1,1,0,0,0,gamble,1376,NumberOfUniqueClues
birth-hand,1,1,0,0,0,baby,1377,NumberOfUniqueClues
boot-crust,2,0,0,0,0,shoe,1378,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,weather,1379,NumberOfUniqueClues
cage-glass,2,0,0,0,1,aquarium,1380,NumberOfUniqueClues
cave-knight,0,2,1,0,0,castle,1381,NumberOfUniqueClues
east-short,1,1,0,0,0,small,1382,NumberOfUniqueClues
elm-rock,1,1,0,0,0,forest,1383,NumberOfUniqueClues
glow-quick,0,1,0,1,0,lightning,1384,NumberOfUniqueClues
gold-silver,3,0,0,0,1,metal,1385,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1386,NumberOfUniqueClues
happy-sad,2,0,0,0,1,emotions,1387,NumberOfUniqueClues
holy-kind,1,1,0,1,0,faithful,1388,NumberOfUniqueClues
jump-leap,0,1,1,0,1,hop,1389,NumberOfUniqueClues
lion-tiger,0,1,1,0,1,cat,1390,NumberOfUniqueClues
new-old,1,1,0,0,0,time,1391,NumberOfUniqueClues
oak-tree,0,1,1,0,1,plants,1392,NumberOfUniqueClues
regret-rude,1,1,0,0,1,mean,1393,NumberOfUniqueClues
sit-stand,0,1,0,1,1,positions,1394,NumberOfUniqueClues
stern-wind,3,0,0,0,0,sailboat,1395,NumberOfUniqueClues
ankle-travel,0,1,0,1,0,sightseeing,1396,NumberOfUniqueClues
army-drum,0,1,1,0,0,military,1397,NumberOfUniqueClues
ash-snake,2,0,0,0,0,burn,1398,NumberOfUniqueClues
bet-dream,1,1,1,0,0,casino,1399,NumberOfUniqueClues
birth-hand,2,0,0,0,0,newborn,1400,NumberOfUniqueClues
bone-garage,1,1,0,0,0,car,1401,NumberOfUniqueClues
boot-crust,0,1,0,1,0,shoe,1402,NumberOfUniqueClues
bowl-sun,2,0,0,0,0,circle,1403,NumberOfUniqueClues
cage-glass,1,1,0,0,1,enclosure,1404,NumberOfUniqueClues
candle-wick,0,1,0,1,1,light,1405,NumberOfUniqueClues
cave-knight,0,1,1,0,0,dark,1406,NumberOfUniqueClues
chair-table,1,1,0,0,0,dining,1407,NumberOfUniqueClues
chapel-feet,0,1,0,1,0,church,1408,NumberOfUniqueClues
east-short,1,1,0,0,0,directions,1409,NumberOfUniqueClues
elm-rock,1,1,0,0,0,stones,1410,NumberOfUniqueClues
giant-subtle,0,1,0,1,0,big,1411,NumberOfUniqueClues
glow-quick,0,1,0,2,0,speed,1412,NumberOfUniqueClues
gold-silver,0,1,0,2,0,colors,1413,NumberOfUniqueClues
gums-teeth,0,1,0,1,1,mouth,1414,NumberOfUniqueClues
happy-sad,1,1,0,0,1,emotions,1415,NumberOfUniqueClues
holy-kind,1,1,0,1,0,spiritual,1416,NumberOfUniqueClues
jump-leap,1,1,0,0,1,frog,1417,NumberOfUniqueClues
lion-tiger,0,1,1,0,1,cats,1418,NumberOfUniqueClues
new-old,1,1,0,0,1,opposite,1419,NumberOfUniqueClues
oak-tree,0,1,1,0,0,nature,1420,NumberOfUniqueClues
olive-real,0,1,1,0,0,color,1421,NumberOfUniqueClues
regret-rude,1,1,0,0,0,remorse,1422,NumberOfUniqueClues
sit-stand,2,0,0,0,1,actions,1423,NumberOfUniqueClues
stern-wind,0,1,0,1,0,elements,1424,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,outcast,1425,NumberOfUniqueClues
ankle-travel,1,1,0,1,0,hiking,1426,NumberOfUniqueClues
army-drum,1,1,0,0,1,marching,1427,NumberOfUniqueClues
ash-snake,2,1,0,0,0,dry,1428,NumberOfUniqueClues
bet-dream,1,1,0,0,0,gamble,1429,NumberOfUniqueClues
birth-hand,2,0,0,0,0,deliver,1430,NumberOfUniqueClues
bone-garage,1,1,0,0,0,remains,1431,NumberOfUniqueClues
boot-crust,1,1,1,1,1,dirty,1432,NumberOfUniqueClues
bowl-sun,0,1,0,1,0,clay,1433,NumberOfUniqueClues
cage-glass,1,1,0,0,1,aquarium,1434,NumberOfUniqueClues
candle-wick,2,0,0,0,1,flame,1435,NumberOfUniqueClues
cave-knight,1,1,0,0,1,dungeon,1436,NumberOfUniqueClues
chair-table,1,1,0,0,1,desk,1437,NumberOfUniqueClues
chapel-feet,1,1,0,0,0,church,1438,NumberOfUniqueClues
east-short,0,1,0,1,1,Asian,1439,NumberOfUniqueClues
elm-rock,1,1,0,0,0,roots,1440,NumberOfUniqueClues
giant-subtle,0,1,0,1,1,cloud,1441,NumberOfUniqueClues
glow-quick,0,1,0,1,0,eels,1442,NumberOfUniqueClues
gold-silver,1,1,0,0,1,metal,1443,NumberOfUniqueClues
gums-teeth,1,1,0,0,1,mouth,1444,NumberOfUniqueClues
happy-sad,0,1,1,0,1,emotion,1445,NumberOfUniqueClues
holy-kind,2,0,0,0,0,saint,1446,NumberOfUniqueClues
jump-leap,0,1,0,1,1,frog,1447,NumberOfUniqueClues
lion-tiger,2,0,0,0,1,feline,1448,NumberOfUniqueClues
new-old,0,2,1,0,1,generations,1449,NumberOfUniqueClues
oak-tree,1,2,2,0,1,bark,1450,NumberOfUniqueClues
olive-real,2,1,0,0,0,non-GMO,1451,NumberOfUniqueClues
regret-rude,0,1,1,0,1,bully,1452,NumberOfUniqueClues
sit-stand,1,1,1,0,1,chair,1453,NumberOfUniqueClues
stern-wind,2,0,0,0,1,sailing,1454,NumberOfUniqueClues
trauma-weird,0,1,0,1,0,flashbacks,1455,NumberOfUniqueClues
bowl-sun,0,1,1,1,0,acai,0,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,1,0,0,mysterious,1,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,1,1,0,firefly,2,TopNByAvgVectorGloveEmbeddings
gold-silver,0,1,1,0,1,jewelry,3,TopNByAvgVectorGloveEmbeddings
oak-tree,1,0,1,0,1,forest,4,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,runner,5,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,1,marching,6,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,reptile,7,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,2,0,goal,8,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,2,0,OBGYN,9,TopNByAvgVectorGloveEmbeddings
bone-garage,1,0,1,0,0,car,10,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,1,dirty,11,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,1,0,1,0,round,12,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,oppression,13,TopNByAvgVectorGloveEmbeddings
