wordpair_id,gameID,target1,target2,variable,value,Prediction_SWOW
boot-crust,458120-464965,boot,crust,clueOption2,mud,1
boot-crust,458120-464965,boot,crust,clueOption3,dirty,2
boot-crust,458387-458129,boot,crust,clueOption1,shoe,1
boot-crust,458387-458129,boot,crust,clueOption2,dirt,2
boot-crust,458387-458129,boot,crust,clueOption3,foot,1
boot-crust,463818-486590,boot,crust,clueOption1,clean,2
boot-crust,463818-486590,boot,crust,clueOption2,shoe,1
boot-crust,463818-486590,boot,crust,clueOption3,stomp,1
boot-crust,463852-487338,boot,crust,clueOption1,dirty,2
boot-crust,463852-487338,boot,crust,clueOption2,pizza,2
boot-crust,463852-487338,boot,crust,clueOption3,pi,2
boot-crust,463890-465862,boot,crust,clueOption1,mud,1
boot-crust,463890-465862,boot,crust,clueOption2,dirty,2
boot-crust,463890-465862,boot,crust,clueOption3,outside,1
boot-crust,463946-472824,boot,crust,clueOption1,mud,1
boot-crust,463946-472824,boot,crust,clueOption2,foot,1
boot-crust,463946-472824,boot,crust,clueOption3,hike,1
boot-crust,463946-472824,boot,crust,clueOption4,dirty,2
boot-crust,463946-472824,boot,crust,clueOption5,step,1
boot-crust,463960-455649,boot,crust,clueOption1,pizza,2
boot-crust,463960-455649,boot,crust,clueOption2,bottom,1
boot-crust,463960-455649,boot,crust,clueOption3,below,2
boot-crust,464103-465376,boot,crust,clueOption1,mud,1
boot-crust,464103-465376,boot,crust,clueOption2,dirty,2
boot-crust,464103-465376,boot,crust,clueOption3,work,1
boot-crust,464103-465376,boot,crust,clueOption4,hard,2
boot-crust,464255-486078,boot,crust,clueOption1,feet,1
boot-crust,464255-486078,boot,crust,clueOption2,pizza,2
boot-crust,464255-486078,boot,crust,clueOption3,jam,2
boot-crust,464313-456825,boot,crust,clueOption1,mud,1
boot-crust,464313-456825,boot,crust,clueOption2,crunch,2
boot-crust,464313-456825,boot,crust,clueOption3,crisp,2
boot-crust,464439-476054,boot,crust,clueOption1,grimy,2
boot-crust,464439-476054,boot,crust,clueOption2,dirt,2
boot-crust,464439-476054,boot,crust,clueOption3,muddy,1
boot-crust,464439-476054,boot,crust,clueOption4,soles,1
boot-crust,464439-476054,boot,crust,clueOption5,timberlands,2
boot-crust,465668-490018,boot,crust,clueOption1,shoe,1
boot-crust,465668-490018,boot,crust,clueOption2,pizza,2
boot-crust,465668-490018,boot,crust,clueOption3,sole,1
boot-crust,465668-490018,boot,crust,clueOption4,edge,2
boot-crust,466145-475071,boot,crust,clueOption1,shoe,1
boot-crust,466145-475071,boot,crust,clueOption2,pizza,2
boot-crust,466145-475071,boot,crust,clueOption3,bread,2
boot-crust,466195-455551,boot,crust,clueOption1,flour,2
boot-crust,466195-455551,boot,crust,clueOption2,bake,2
boot-crust,466195-455551,boot,crust,clueOption3,food,2
boot-crust,466195-455551,boot,crust,clueOption4,shoe,1
boot-crust,466195-455551,boot,crust,clueOption5,cowboy,1
boot-crust,466195-455551,boot,crust,clueOption6,tall,1
boot-crust,466195-455551,boot,crust,clueOption7,leather,1
boot-crust,466351-465700,boot,crust,clueOption1,feet,1
boot-crust,466351-465700,boot,crust,clueOption2,ground,2
boot-crust,466351-465700,boot,crust,clueOption3,floor,1
boot-crust,472844-473444,boot,crust,clueOption1,poop,1
boot-crust,472844-473444,boot,crust,clueOption2,mud,1
boot-crust,472844-473444,boot,crust,clueOption3,dirty,2
boot-crust,472848-466189,boot,crust,clueOption1,covering,1
boot-crust,472848-466189,boot,crust,clueOption2,outerwear,2
boot-crust,472848-466189,boot,crust,clueOption3,protection,1
boot-crust,473115-463794,boot,crust,clueOption1,shoe,1
boot-crust,473115-463794,boot,crust,clueOption2,pie,2
boot-crust,473115-463794,boot,crust,clueOption3,crimp,2
boot-crust,473115-463794,boot,crust,clueOption4,graham,2
boot-crust,473115-463794,boot,crust,clueOption5,shell,2
boot-crust,473115-463794,boot,crust,clueOption6,dessert,2
boot-crust,473130-490559,boot,crust,clueOption1,outer,2
boot-crust,473130-490559,boot,crust,clueOption2,cover,1
boot-crust,473130-490559,boot,crust,clueOption3,outside,1
boot-crust,473130-490559,boot,crust,clueOption4,layer,2
boot-crust,473130-490559,boot,crust,clueOption5,hard,2
boot-crust,473468-490173,boot,crust,clueOption1,shoe,1
boot-crust,473468-490173,boot,crust,clueOption2,pizza,2
boot-crust,473468-490173,boot,crust,clueOption3,sandwich,2
boot-crust,473706-458155,boot,crust,clueOption1,shoe,1
boot-crust,473706-458155,boot,crust,clueOption2,pizza,2
boot-crust,473706-458155,boot,crust,clueOption3,bread,2
boot-crust,473736-473763,boot,crust,clueOption1,soil,2
boot-crust,473736-473763,boot,crust,clueOption2,dirt,2
boot-crust,473736-473763,boot,crust,clueOption3,farm,1
boot-crust,473749-473360,boot,crust,clueOption1,shoes,1
boot-crust,473749-473360,boot,crust,clueOption2,foot,1
boot-crust,473749-473360,boot,crust,clueOption3,toe,1
boot-crust,474297-455411,boot,crust,clueOption1,shoeshine,2
boot-crust,474297-455411,boot,crust,clueOption2,gross,2
boot-crust,474297-455411,boot,crust,clueOption3,worn,1
boot-crust,474298-475599,boot,crust,clueOption1,shoe,1
boot-crust,474298-475599,boot,crust,clueOption2,dirt,2
boot-crust,474298-475599,boot,crust,clueOption3,mouth,2
boot-crust,475267-490546,boot,crust,clueOption1,pizza,2
boot-crust,475267-490546,boot,crust,clueOption2,shoe,1
boot-crust,475267-490546,boot,crust,clueOption3,tough,2
boot-crust,475561-473741,boot,crust,clueOption1,dirty,2
boot-crust,475561-473741,boot,crust,clueOption2,shoe,1
boot-crust,475561-473741,boot,crust,clueOption3,layer,2
boot-crust,475635-488152,boot,crust,clueOption1,shoes,1
boot-crust,475635-488152,boot,crust,clueOption2,hiking,1
boot-crust,475635-488152,boot,crust,clueOption3,mcdonald's,2
boot-crust,475843-472942,boot,crust,clueOption1,foot,1
boot-crust,475843-472942,boot,crust,clueOption2,pizza,2
boot-crust,475843-472942,boot,crust,clueOption3,dough,2
boot-crust,475881-473301,boot,crust,clueOption1,crunch,2
boot-crust,475881-473301,boot,crust,clueOption2,foot,1
boot-crust,475881-473301,boot,crust,clueOption3,back,1
boot-crust,485894-457849,boot,crust,clueOption1,shoe,1
boot-crust,485894-457849,boot,crust,clueOption2,pizza,2
boot-crust,485894-457849,boot,crust,clueOption3,sole,1
boot-crust,486041-457632,boot,crust,clueOption1,dirt,2
boot-crust,486041-457632,boot,crust,clueOption2,dirty,2
boot-crust,486041-457632,boot,crust,clueOption3,bread,2
boot-crust,486041-457632,boot,crust,clueOption4,leather,1
boot-crust,486051-473300,boot,crust,clueOption1,italy,2
boot-crust,486051-473300,boot,crust,clueOption2,pizza,2
boot-crust,486051-473300,boot,crust,clueOption3,hike,1
boot-crust,486052-490835,boot,crust,clueOption1,dirt,2
boot-crust,486052-490835,boot,crust,clueOption2,floor,1
boot-crust,486052-490835,boot,crust,clueOption3,mud,1
boot-crust,486112-490466,boot,crust,clueOption1,shoes,1
boot-crust,486112-490466,boot,crust,clueOption2,footwear,1
boot-crust,486112-490466,boot,crust,clueOption3,feet,1
boot-crust,486514-466626,boot,crust,clueOption1,dirt,2
boot-crust,486514-466626,boot,crust,clueOption2,hike,1
boot-crust,486514-466626,boot,crust,clueOption3,leather,1
boot-crust,486514-466626,boot,crust,clueOption4,footprint,1
boot-crust,487409-487333,boot,crust,clueOption1,pie,2
boot-crust,487409-487333,boot,crust,clueOption2,shoe,1
boot-crust,487409-487333,boot,crust,clueOption3,hike,1
boot-crust,487468-490008,boot,crust,clueOption1,dirty,2
boot-crust,487468-490008,boot,crust,clueOption2,shoes,1
boot-crust,487468-490008,boot,crust,clueOption3,pie,2
boot-crust,488171-466122,boot,crust,clueOption1,shoe,1
boot-crust,488171-466122,boot,crust,clueOption2,pizza,2
boot-crust,488171-466122,boot,crust,clueOption3,dirty,2
boot-crust,490556-458799,boot,crust,clueOption1,earth,2
boot-crust,490556-458799,boot,crust,clueOption2,hold,1
boot-crust,490556-458799,boot,crust,clueOption3,container,1
boot-crust,490576-485731,boot,crust,clueOption1,leather,1
boot-crust,490576-485731,boot,crust,clueOption2,surface,2
boot-crust,490576-485731,boot,crust,clueOption3,crack,2
boot-crust,490603-458355,boot,crust,clueOption1,pizza,2
boot-crust,490603-458355,boot,crust,clueOption2,shoe,1
boot-crust,490603-458355,boot,crust,clueOption3,earth,2
boot-crust,490624-466707,boot,crust,clueOption1,shoe,1
boot-crust,490624-466707,boot,crust,clueOption2,bread,2
boot-crust,490624-466707,boot,crust,clueOption3,white,2
boot-crust,491095-486542,boot,crust,clueOption1,muddy,1
boot-crust,491095-486542,boot,crust,clueOption2,walking,1
boot-crust,491095-486542,boot,crust,clueOption3,caked,2
boot-crust,491095-486542,boot,crust,clueOption4,shoes,1
boot-crust,491095-486542,boot,crust,clueOption5,dirty,2
bowl-sun,454955-472987,bowl,sun,clueOption1,brunch,1
bowl-sun,454955-472987,bowl,sun,clueOption2,yard game,2
bowl-sun,454955-472987,bowl,sun,clueOption3,bright,2
bowl-sun,454955-472987,bowl,sun,clueOption4,acai,2
bowl-sun,455383-451866,bowl,sun,clueOption1,warm,2
bowl-sun,455383-451866,bowl,sun,clueOption2,round,1
bowl-sun,455383-451866,bowl,sun,clueOption3,food,1
bowl-sun,455606-490832,bowl,sun,clueOption1,hot,2
bowl-sun,455606-490832,bowl,sun,clueOption2,spherical,2
bowl-sun,455606-490832,bowl,sun,clueOption3,circular,1
bowl-sun,455664-456812,bowl,sun,clueOption1,strawberry,1
bowl-sun,455664-456812,bowl,sun,clueOption2,circle,2
bowl-sun,455664-456812,bowl,sun,clueOption3,food,1
bowl-sun,457037-457239,bowl,sun,clueOption1,round,1
bowl-sun,457037-457239,bowl,sun,clueOption2,circular,1
bowl-sun,457037-457239,bowl,sun,clueOption3,heavy,1
bowl-sun,457425-475416,bowl,sun,clueOption1,warm,2
bowl-sun,457425-475416,bowl,sun,clueOption2,nature,2
bowl-sun,457425-475416,bowl,sun,clueOption3,energy,2
bowl-sun,457520-487881,bowl,sun,clueOption1,summer,2
bowl-sun,457520-487881,bowl,sun,clueOption2,light,2
bowl-sun,457520-487881,bowl,sun,clueOption3,salad,1
bowl-sun,457564-463955,bowl,sun,clueOption1,breakfast,1
bowl-sun,457564-463955,bowl,sun,clueOption2,morning,2
bowl-sun,457564-463955,bowl,sun,clueOption3,cereal,1
bowl-sun,458120-464965,bowl,sun,clueOption1,football,1
bowl-sun,458120-464965,bowl,sun,clueOption2,round,1
bowl-sun,458120-464965,bowl,sun,clueOption3,hot,2
bowl-sun,458387-458129,bowl,sun,clueOption1,round,1
bowl-sun,458387-458129,bowl,sun,clueOption2,container,1
bowl-sun,458387-458129,bowl,sun,clueOption3,hot,2
bowl-sun,463818-486590,bowl,sun,clueOption1,round,1
bowl-sun,463818-486590,bowl,sun,clueOption2,open,2
bowl-sun,463818-486590,bowl,sun,clueOption3,raisin,1
bowl-sun,463852-487338,bowl,sun,clueOption1,ice cream,1
bowl-sun,463852-487338,bowl,sun,clueOption2,melted,1
bowl-sun,463852-487338,bowl,sun,clueOption3,hat,1
bowl-sun,463890-465862,bowl,sun,clueOption1,round,1
bowl-sun,463890-465862,bowl,sun,clueOption2,colorful,2
bowl-sun,463890-465862,bowl,sun,clueOption3,spherical,2
bowl-sun,463946-472824,bowl,sun,clueOption1,ceramic,1
bowl-sun,463946-472824,bowl,sun,clueOption2,round,1
bowl-sun,463946-472824,bowl,sun,clueOption3,circular,1
bowl-sun,463946-472824,bowl,sun,clueOption4,spherical,2
bowl-sun,463960-455649,bowl,sun,clueOption1,round,1
bowl-sun,463960-455649,bowl,sun,clueOption2,hot,2
bowl-sun,463960-455649,bowl,sun,clueOption3,fuel,2
bowl-sun,464103-465376,bowl,sun,clueOption1,round,1
bowl-sun,464103-465376,bowl,sun,clueOption2,container,1
bowl-sun,464103-465376,bowl,sun,clueOption3,circular,1
bowl-sun,464255-486078,bowl,sun,clueOption1,circular,1
bowl-sun,464255-486078,bowl,sun,clueOption2,round,1
bowl-sun,464255-486078,bowl,sun,clueOption3,plant,1
bowl-sun,464313-456825,bowl,sun,clueOption1,round,1
bowl-sun,464313-456825,bowl,sun,clueOption2,dome,2
bowl-sun,464313-456825,bowl,sun,clueOption3,reflect,2
bowl-sun,464439-476054,bowl,sun,clueOption1,evaporate,2
bowl-sun,464439-476054,bowl,sun,clueOption2,circular,1
bowl-sun,464439-476054,bowl,sun,clueOption3,round,1
bowl-sun,465668-490018,bowl,sun,clueOption1,football,1
bowl-sun,465668-490018,bowl,sun,clueOption2,sinkhole,2
bowl-sun,465668-490018,bowl,sun,clueOption3,reflection,2
bowl-sun,466145-475071,bowl,sun,clueOption1,soup,1
bowl-sun,466145-475071,bowl,sun,clueOption2,hot,2
bowl-sun,466145-475071,bowl,sun,clueOption3,warm,2
bowl-sun,466195-455551,bowl,sun,clueOption1,sky,2
bowl-sun,466195-455551,bowl,sun,clueOption2,bright,2
bowl-sun,466195-455551,bowl,sun,clueOption3,container,1
bowl-sun,466351-465700,bowl,sun,clueOption1,round,1
bowl-sun,466351-465700,bowl,sun,clueOption2,picnic,2
bowl-sun,466351-465700,bowl,sun,clueOption3,circular,1
bowl-sun,472844-473444,bowl,sun,clueOption1,circle,2
bowl-sun,472844-473444,bowl,sun,clueOption2,fruit,1
bowl-sun,472844-473444,bowl,sun,clueOption3,round,1
bowl-sun,472844-473444,bowl,sun,clueOption4,ball,1
bowl-sun,472848-466189,bowl,sun,clueOption1,circular,1
bowl-sun,472848-466189,bowl,sun,clueOption2,round,1
bowl-sun,472848-466189,bowl,sun,clueOption3,circle,2
bowl-sun,473115-463794,bowl,sun,clueOption1,round,1
bowl-sun,473115-463794,bowl,sun,clueOption2,hot,2
bowl-sun,473115-463794,bowl,sun,clueOption3,silverware,1
bowl-sun,473115-463794,bowl,sun,clueOption4,tournament,1
bowl-sun,473115-463794,bowl,sun,clueOption5,ball,1
bowl-sun,473115-463794,bowl,sun,clueOption6,soup,1
bowl-sun,473115-463794,bowl,sun,clueOption7,light,2
bowl-sun,473115-463794,bowl,sun,clueOption8,sky,2
bowl-sun,473130-490559,bowl,sun,clueOption1,round,1
bowl-sun,473130-490559,bowl,sun,clueOption2,circle,2
bowl-sun,473130-490559,bowl,sun,clueOption3,circular,1
bowl-sun,473184-487224,bowl,sun,clueOption1,plate,1
bowl-sun,473184-487224,bowl,sun,clueOption2,moon,2
bowl-sun,473184-487224,bowl,sun,clueOption3,celestial,2
bowl-sun,473468-490173,bowl,sun,clueOption1,round,1
bowl-sun,473468-490173,bowl,sun,clueOption2,circular,1
bowl-sun,473468-490173,bowl,sun,clueOption3,bright,2
bowl-sun,473645-477476,bowl,sun,clueOption1,circular,1
bowl-sun,473645-477476,bowl,sun,clueOption2,round,1
bowl-sun,473645-477476,bowl,sun,clueOption3,spherical,2
bowl-sun,473706-458155,bowl,sun,clueOption1,round,1
bowl-sun,473706-458155,bowl,sun,clueOption2,sky,2
bowl-sun,473706-458155,bowl,sun,clueOption3,circular,1
bowl-sun,473736-473763,bowl,sun,clueOption1,ceramic,1
bowl-sun,473736-473763,bowl,sun,clueOption2,morning,2
bowl-sun,473736-473763,bowl,sun,clueOption3,cereal,1
bowl-sun,473736-473763,bowl,sun,clueOption4,shine,2
bowl-sun,473749-473360,bowl,sun,clueOption1,round,1
bowl-sun,473749-473360,bowl,sun,clueOption2,objects,1
bowl-sun,473749-473360,bowl,sun,clueOption3,light,2
bowl-sun,474297-455411,bowl,sun,clueOption1,cereal,1
bowl-sun,474297-455411,bowl,sun,clueOption2,sacrifice,2
bowl-sun,474297-455411,bowl,sun,clueOption3,round,1
bowl-sun,474298-475599,bowl,sun,clueOption1,round,1
bowl-sun,474298-475599,bowl,sun,clueOption2,hollow,1
bowl-sun,474298-475599,bowl,sun,clueOption3,spin,1
bowl-sun,475267-490546,bowl,sun,clueOption1,star,2
bowl-sun,475267-490546,bowl,sun,clueOption2,superstar,2
bowl-sun,475267-490546,bowl,sun,clueOption3,soup,1
bowl-sun,475267-490546,bowl,sun,clueOption4,rinse,1
bowl-sun,475267-490546,bowl,sun,clueOption5,screen,2
bowl-sun,475267-490546,bowl,sun,clueOption6,plate,1
bowl-sun,475561-473741,bowl,sun,clueOption1,round,1
bowl-sun,475561-473741,bowl,sun,clueOption2,circular,1
bowl-sun,475561-473741,bowl,sun,clueOption3,ovular,2
bowl-sun,475635-488152,bowl,sun,clueOption1,round,1
bowl-sun,475635-488152,bowl,sun,clueOption2,breakfast,1
bowl-sun,475635-488152,bowl,sun,clueOption3,hot,2
bowl-sun,475843-472942,bowl,sun,clueOption1,daystar,2
bowl-sun,475843-472942,bowl,sun,clueOption2,sublime,2
bowl-sun,475843-472942,bowl,sun,clueOption3,smoking,2
bowl-sun,475881-473301,bowl,sun,clueOption1,round,1
bowl-sun,475881-473301,bowl,sun,clueOption2,circular,1
bowl-sun,475881-473301,bowl,sun,clueOption3,circle,2
bowl-sun,485894-457849,bowl,sun,clueOption1,circular,1
bowl-sun,485894-457849,bowl,sun,clueOption2,energy,2
bowl-sun,485894-457849,bowl,sun,clueOption3,food,1
bowl-sun,486041-457632,bowl,sun,clueOption1,salsa,1
bowl-sun,486041-457632,bowl,sun,clueOption2,summer,2
bowl-sun,486041-457632,bowl,sun,clueOption3,spherical,2
bowl-sun,486041-457632,bowl,sun,clueOption4,soup,1
bowl-sun,486051-473300,bowl,sun,clueOption1,round,1
bowl-sun,486051-473300,bowl,sun,clueOption2,big,2
bowl-sun,486051-473300,bowl,sun,clueOption3,hot?,2
bowl-sun,486052-490835,bowl,sun,clueOption1,round,1
bowl-sun,486052-490835,bowl,sun,clueOption2,circle,2
bowl-sun,486052-490835,bowl,sun,clueOption3,sphere,2
bowl-sun,486112-490466,bowl,sun,clueOption1,sunshine,2
bowl-sun,486112-490466,bowl,sun,clueOption2,pot,1
bowl-sun,486112-490466,bowl,sun,clueOption3,warm,2
bowl-sun,486514-466626,bowl,sun,clueOption1,light,2
bowl-sun,486514-466626,bowl,sun,clueOption2,cereal,1
bowl-sun,486514-466626,bowl,sun,clueOption3,warm,2
bowl-sun,486514-466626,bowl,sun,clueOption4,soup,1
bowl-sun,486514-466626,bowl,sun,clueOption5,heat,2
bowl-sun,486514-466626,bowl,sun,clueOption6,microwave,1
bowl-sun,487223-477222,bowl,sun,clueOption1,aztecs,2
bowl-sun,487223-477222,bowl,sun,clueOption2,yolk,1
bowl-sun,487223-477222,bowl,sun,clueOption3,circular,1
bowl-sun,487409-487333,bowl,sun,clueOption1,soup,1
bowl-sun,487409-487333,bowl,sun,clueOption2,warmth,2
bowl-sun,487409-487333,bowl,sun,clueOption3,ray,2
bowl-sun,487468-490008,bowl,sun,clueOption1,cereal,1
bowl-sun,487468-490008,bowl,sun,clueOption2,oats,1
bowl-sun,487468-490008,bowl,sun,clueOption3,honeynut,2
bowl-sun,488171-466122,bowl,sun,clueOption1,circular,1
bowl-sun,488171-466122,bowl,sun,clueOption2,hot,2
bowl-sun,488171-466122,bowl,sun,clueOption3,picnic,2
bowl-sun,490556-458799,bowl,sun,clueOption1,round,1
bowl-sun,490556-458799,bowl,sun,clueOption2,semicircle,2
bowl-sun,490556-458799,bowl,sun,clueOption3,breakfast,1
bowl-sun,490576-485731,bowl,sun,clueOption1,round,1
bowl-sun,490576-485731,bowl,sun,clueOption2,sphere,2
bowl-sun,490576-485731,bowl,sun,clueOption3,orb,2
bowl-sun,490603-458355,bowl,sun,clueOption1,weather,2
bowl-sun,490603-458355,bowl,sun,clueOption2,outdoor,2
bowl-sun,490603-458355,bowl,sun,clueOption3,dish,1
bowl-sun,490624-466707,bowl,sun,clueOption1,yellow,2
bowl-sun,490624-466707,bowl,sun,clueOption2,circle,2
bowl-sun,490624-466707,bowl,sun,clueOption3,round,1
bowl-sun,491095-486542,bowl,sun,clueOption1,aztec,2
bowl-sun,491095-486542,bowl,sun,clueOption2,clay,1
bowl-sun,491095-486542,bowl,sun,clueOption3,pottery,1
cage-glass,455383-451866,cage,glass,clueOption1,oppression,1
cage-glass,455383-451866,cage,glass,clueOption2,ceiling,2
cage-glass,455383-451866,cage,glass,clueOption3,locked,1
cage-glass,455606-490832,cage,glass,clueOption1,enclosure,1
cage-glass,455606-490832,cage,glass,clueOption2,box,1
cage-glass,455606-490832,cage,glass,clueOption3,animal,1
cage-glass,455664-456812,cage,glass,clueOption1,bird,1
cage-glass,455664-456812,cage,glass,clueOption2,break,2
cage-glass,455664-456812,cage,glass,clueOption3,fly,1
cage-glass,457037-457239,cage,glass,clueOption1,band,2
cage-glass,457037-457239,cage,glass,clueOption2,fishbowl,2
cage-glass,457037-457239,cage,glass,clueOption3,hamster bowl,2
cage-glass,457425-475416,cage,glass,clueOption1,bird,1
cage-glass,457425-475416,cage,glass,clueOption2,breakable,2
cage-glass,457425-475416,cage,glass,clueOption3,transparent,2
cage-glass,457520-487881,cage,glass,clueOption1,clear,2
cage-glass,457520-487881,cage,glass,clueOption2,enclosed,1
cage-glass,457520-487881,cage,glass,clueOption3,danger,1
cage-glass,457564-463955,cage,glass,clueOption1,zoo,1
cage-glass,457564-463955,cage,glass,clueOption2,fish,1
cage-glass,457564-463955,cage,glass,clueOption3,aquarium,2
cage-glass,458120-464965,cage,glass,clueOption1,enclosure,1
cage-glass,458120-464965,cage,glass,clueOption2,zoo,1
cage-glass,458120-464965,cage,glass,clueOption3,fish,1
cage-glass,458387-458129,cage,glass,clueOption1,surface,2
cage-glass,458387-458129,cage,glass,clueOption2,hold,1
cage-glass,458387-458129,cage,glass,clueOption3,material,2
cage-glass,463818-486590,cage,glass,clueOption1,trap,1
cage-glass,463818-486590,cage,glass,clueOption2,see,2
cage-glass,463818-486590,cage,glass,clueOption3,walls,1
cage-glass,463852-487338,cage,glass,clueOption1,display,2
cage-glass,463852-487338,cage,glass,clueOption2,lizard,1
cage-glass,463852-487338,cage,glass,clueOption3,aquarium,2
cage-glass,463890-465862,cage,glass,clueOption1,container,2
cage-glass,463890-465862,cage,glass,clueOption2,zoo,1
cage-glass,463890-465862,cage,glass,clueOption3,aquarium,2
cage-glass,463890-465862,cage,glass,clueOption4,barrier,1
cage-glass,463946-472824,cage,glass,clueOption1,petco,2
cage-glass,463946-472824,cage,glass,clueOption2,hamster,1
cage-glass,463946-472824,cage,glass,clueOption3,fish,1
cage-glass,463946-472824,cage,glass,clueOption4,zoo,1
cage-glass,463946-472824,cage,glass,clueOption5,trap,1
cage-glass,463946-472824,cage,glass,clueOption6,observe,2
cage-glass,463960-455649,cage,glass,clueOption1,break,2
cage-glass,463960-455649,cage,glass,clueOption2,shatter,2
cage-glass,463960-455649,cage,glass,clueOption3,tank,2
cage-glass,463960-455649,cage,glass,clueOption4,transparent,2
cage-glass,463960-455649,cage,glass,clueOption5,fish,1
cage-glass,464103-465376,cage,glass,clueOption1,window,2
cage-glass,464103-465376,cage,glass,clueOption2,see-through,2
cage-glass,464103-465376,cage,glass,clueOption3,wall,2
cage-glass,464255-486078,cage,glass,clueOption1,fragile,2
cage-glass,464255-486078,cage,glass,clueOption2,confinement,1
cage-glass,464255-486078,cage,glass,clueOption3,lock,1
cage-glass,464313-456825,cage,glass,clueOption1,container,2
cage-glass,464313-456825,cage,glass,clueOption2,vessel,2
cage-glass,464313-456825,cage,glass,clueOption3,house,2
cage-glass,464313-456825,cage,glass,clueOption4,window,2
cage-glass,464439-476054,cage,glass,clueOption1,dog,1
cage-glass,464439-476054,cage,glass,clueOption2,prison,1
cage-glass,464439-476054,cage,glass,clueOption3,bird,1
cage-glass,464439-476054,cage,glass,clueOption4,sight,2
cage-glass,464439-476054,cage,glass,clueOption5,shard,2
cage-glass,464439-476054,cage,glass,clueOption6,puncture,2
cage-glass,465668-490018,cage,glass,clueOption1,zoo,1
cage-glass,465668-490018,cage,glass,clueOption2,window,2
cage-glass,465668-490018,cage,glass,clueOption3,exhibit,2
cage-glass,466145-475071,cage,glass,clueOption1,greenhouse,2
cage-glass,466145-475071,cage,glass,clueOption2,bird,1
cage-glass,466145-475071,cage,glass,clueOption3,window,2
cage-glass,466195-455551,cage,glass,clueOption1,museum,2
cage-glass,466195-455551,cage,glass,clueOption2,animals,1
cage-glass,466195-455551,cage,glass,clueOption3,enclosure,1
cage-glass,466195-455551,cage,glass,clueOption4,see through,2
cage-glass,466195-455551,cage,glass,clueOption5,kennel,2
cage-glass,466195-455551,cage,glass,clueOption6,clear,2
cage-glass,472844-473444,cage,glass,clueOption1,contain,1
cage-glass,472844-473444,cage,glass,clueOption2,zoo,1
cage-glass,472844-473444,cage,glass,clueOption3,box,1
cage-glass,472848-466189,cage,glass,clueOption1,enclosure,1
cage-glass,472848-466189,cage,glass,clueOption2,trap,1
cage-glass,472848-466189,cage,glass,clueOption3,case,2
cage-glass,473115-463794,cage,glass,clueOption1,aquarium,2
cage-glass,473115-463794,cage,glass,clueOption2,bars,1
cage-glass,473115-463794,cage,glass,clueOption3,window,2
cage-glass,473468-490173,cage,glass,clueOption1,delicate,2
cage-glass,473468-490173,cage,glass,clueOption2,dangerous,1
cage-glass,473468-490173,cage,glass,clueOption3,box,1
cage-glass,473706-458155,cage,glass,clueOption1,trapped,1
cage-glass,473706-458155,cage,glass,clueOption2,scary,1
cage-glass,473706-458155,cage,glass,clueOption3,dangerous,1
cage-glass,473706-458155,cage,glass,clueOption4,zoo,1
cage-glass,473736-473763,cage,glass,clueOption1,aquarium,2
cage-glass,473736-473763,cage,glass,clueOption2,zoo,1
cage-glass,473736-473763,cage,glass,clueOption3,exhibit,2
cage-glass,473749-473360,cage,glass,clueOption1,container,2
cage-glass,473749-473360,cage,glass,clueOption2,material,2
cage-glass,473749-473360,cage,glass,clueOption3,in,1
cage-glass,474297-455411,cage,glass,clueOption1,enclosure,1
cage-glass,474297-455411,cage,glass,clueOption2,zoo,1
cage-glass,474297-455411,cage,glass,clueOption3,box,1
cage-glass,474298-475599,cage,glass,clueOption1,belle,2
cage-glass,474298-475599,cage,glass,clueOption2,tank,2
cage-glass,474298-475599,cage,glass,clueOption3,zoo,1
cage-glass,475267-490546,cage,glass,clueOption1,zoo,1
cage-glass,475267-490546,cage,glass,clueOption2,enclosure,1
cage-glass,475267-490546,cage,glass,clueOption3,jail,1
cage-glass,475267-490546,cage,glass,clueOption4,window,2
cage-glass,475267-490546,cage,glass,clueOption5,mime,1
cage-glass,475561-473741,cage,glass,clueOption1,container,2
cage-glass,475561-473741,cage,glass,clueOption2,storage,1
cage-glass,475561-473741,cage,glass,clueOption3,box,1
cage-glass,475635-488152,cage,glass,clueOption1,dainty,2
cage-glass,475635-488152,cage,glass,clueOption2,fragile,2
cage-glass,475635-488152,cage,glass,clueOption3,birdfeeder,2
cage-glass,475843-472942,cage,glass,clueOption1,zoo,1
cage-glass,475843-472942,cage,glass,clueOption2,locked up,2
cage-glass,475843-472942,cage,glass,clueOption3,observed,2
cage-glass,485894-457849,cage,glass,clueOption1,enclosed,1
cage-glass,485894-457849,cage,glass,clueOption2,clear,2
cage-glass,485894-457849,cage,glass,clueOption3,see-through,2
cage-glass,485894-457849,cage,glass,clueOption4,escape,1
cage-glass,486041-457632,cage,glass,clueOption1,aquarium,2
cage-glass,486041-457632,cage,glass,clueOption2,tank,2
cage-glass,486041-457632,cage,glass,clueOption3,box,1
cage-glass,486051-473300,cage,glass,clueOption1,container,2
cage-glass,486051-473300,cage,glass,clueOption2,chamber,1
cage-glass,486051-473300,cage,glass,clueOption3,inside,1
cage-glass,486052-490835,cage,glass,clueOption1,mime,1
cage-glass,486052-490835,cage,glass,clueOption2,box,1
cage-glass,486052-490835,cage,glass,clueOption3,see,2
cage-glass,486112-490466,cage,glass,clueOption1,window,2
