gameID,clueFinal,Acc,Level,wordpair_id,target1,target2,words_in_patch,patchsize
463890-465862,dangerous,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
463946-472824,medusa,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
463960-455649,dangerous,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
464103-465376,flakes,1,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
464255-486078,danger,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
464313-456825,molting,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
464439-476054,venom,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
465668-490018,hissing,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
466145-475071,poison,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
466195-455551,reptile,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
466351-465700,oil,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
472844-473444,dragon,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
472848-466189,tree,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473115-463794,venom,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473130-490559,desert,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473184-487224,wild,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473468-490173,(on the) ground,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473706-458155,hike,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473736-473763,toxic,1,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
473749-473360,gang,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
474297-455411,venom,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
474298-475599,grey,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
475267-490546,slither,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
475561-473741,fire,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
475635-488152,Voldemort,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
475843-472942,venomous,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
475881-473301,hiss,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
485894-457849,poisonous,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
486041-457632,hiss,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
486051-473300,desert,1,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
486052-490835,slither,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
486112-490466,gray,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
486514-466626,skin,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
487223-477222,nasty,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
487409-487333,embers,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
487468-490008,Slytherin,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
488171-466122,campfire,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
490556-458799,lava,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
490576-485731,desert,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
490603-458355,burn,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
490624-466707,burn,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
491095-486542,dry,0,Hard,ash-snake,ash,snake,"fried,black,burn,poison,reptile,slither,unrelated,hell,gross,fire,remnants,dangerous,flakes,danger,shedding,venom,pipe,oil,sand,tree,camping,desert,coal,ground,mountain,gang,die,Voldemort,gray,soot,shed,camouflage,embers,serpent,campfire,eve,hiss,dry",38
455383-451866,goal,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
455606-490832,wishes,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
455664-456812,lottery,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
457037-457239,school,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
457425-475416,goal,1,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
457520-487881,win,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
457564-463955,chance,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
458120-464965,goal,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
458387-458129,risky,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
463818-486590,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
463852-487338,win,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
463890-465862,uncertain,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
463946-472824,aspiration,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
463960-455649,speculate,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
464103-465376,lottery,1,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
464255-486078,think,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
464313-456825,neuroactive,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
464439-476054,Vegas,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
465668-490018,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
466145-475071,risk,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
466195-455551,hopes,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
466351-465700,risk,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
472844-473444,success,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
472848-466189,risk,1,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473115-463794,exchange,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473130-490559,affirmation,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473184-487224,lotteries,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473468-490173,hypothetical,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473706-458155,deal,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473736-473763,casino,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
473749-473360,hypothetical,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
474297-455411,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
474298-475599,lottery,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
475267-490546,foresee,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
475561-473741,desire,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
475635-488152,challenge,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
475843-472942,casino,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
475881-473301,chance,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
485894-457849,aspiration,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
486041-457632,entrepreneur,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
486051-473300,challenge,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
486052-490835,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
486112-490466,money,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
486514-466626,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
487223-477222,possibilities,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
487409-487333,gamble,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
487468-490008,intuition,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
488171-466122,goal,0,Medium,bet-dream,bet,dream,"goal,wishes,money,troy,wish,chance,risky,gamble,casino,hope,aspiration,Vegas,unlikely,lottery,risk,sleep,ambition,success,fantasy,affirmation,gambling,hypothetical,deal,foresee,desire,challenge,nightmare,luck,imagination,promise,Sharkboy",31
